"method","loc","cyclo","calls","nbd","param"
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerRefresh.execute(ExecutionEvent event)",65,22,26,5,1
"org.jkiss.dbeaver.model.text.parser.rules.PatternRule.endSequenceDetected(TPCharacterScanner scanner)",64,22,12,5,1
"org.jkiss.dbeaver.model.sql.parser.rules.ScriptParameterRule.evaluate(TPCharacterScanner scanner)",48,22,22,5,1
"org.jkiss.dbeaver.model.impl.data.ExecuteInsertBatchImpl.prepareQueryForStatement(@NotNull DBCSession session, DBDValueHandler[] handlers, Object[] attributeValues, DBSAttributeBase[] attributes, DBSTable table, boolean useMultiRowInsert, Map<String,Object> options)",92,22,46,3,7
"org.jkiss.dbeaver.ext.oracle.model.plan.OraclePlanNode.getNodeKind()",76,22,2,3,0
"org.jkiss.dbeaver.ext.postgresql.model.PostgreAttribute.loadInfo(DBRProgressMonitor monitor, JDBCResultSet dbResult)",75,22,51,3,2
"org.jkiss.dbeaver.model.sql.parser.rules.SQLDelimiterSetRule.evaluate(TPCharacterScanner scanner)",55,22,24,3,1
"org.jkiss.dbeaver.ext.postgresql.model.plan.PostgrePlanNodeBase.getNodeKind()",77,22,2,2,0
"org.jkiss.dbeaver.utils.PrefUtils.getPreferenceValue(DBPPreferenceStore store, String propName, Class<?> valueType)",31,22,11,2,3
"org.jkiss.dbeaver.ext.oracle.model.OracleSQLDialect.getColumnTypeModifiers(@NotNull DBPDataSource dataSource, @NotNull DBSTypedObject column, @NotNull String typeName, @NotNull DBPDataKind dataKind)",41,22,7,1,4
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetViewer.updateStatusMessage()",71,21,44,8,0
"org.jkiss.dbeaver.ui.editors.sql.execute.SQLQueryJob.executeStatement(@NotNull DBCSession session, SQLQuery sqlQuery, long startTime, SQLQueryResult curResult)",117,21,44,7,4
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerLinkEditor.execute(ExecutionEvent event)",76,21,27,6,1
"org.jkiss.dbeaver.registry.DataSourceProviderDescriptor.DataSourceProviderDescriptor(DataSourceProviderRegistry registry, IConfigurationElement config)",107,21,56,5,2
"org.jkiss.dbeaver.erd.model.ERDContentProviderDefault.fillEntityFromObject(@NotNull DBRProgressMonitor monitor, @NotNull ERDDiagram diagram, @NotNull List<ERDEntity> otherEntities, @NotNull ERDEntity erdEntity, @NotNull ERDAttributeSettings settings)",85,21,38,5,5
"org.jkiss.dbeaver.tools.transfer.DataTransferSettings.initializePipes(@Nullable Collection<? extends IDataTransferProducer> producers, @Nullable Collection<? extends IDataTransferConsumer> consumers, boolean isExport)",79,21,37,5,3
"org.jkiss.dbeaver.ext.postgresql.model.PostgreProcedure.generateFunctionDeclaration(PostgreLanguage language, String returnTypeName, String functionBody)",74,21,78,5,3
"org.jkiss.dbeaver.ui.editors.binary.HexEditControl.doModifyKeyPressed(KeyEvent event)",62,21,34,4,1
"org.jkiss.dbeaver.tools.transfer.stream.exporter.DataExporterCSV.exportRow(DBCSession session, DBCResultSet resultSet, Object[] row)",59,21,21,4,3
"org.jkiss.dbeaver.ui.controls.VerticalButton.paint(PaintEvent e)",83,21,45,3,1
"org.jkiss.dbeaver.utils.RuntimeUtils.splitCommandLine(@NotNull String input, boolean escapesSupported)",75,21,17,3,2
"org.jkiss.dbeaver.model.text.parser.rules.NumberRule.evaluate(TPCharacterScanner scanner)",66,21,18,3,1
"org.jkiss.dbeaver.ui.editors.sql.SQLEditor.closeExtraResultTabs(@Nullable QueryProcessor queryProcessor, boolean confirmClose, boolean keepFirstTab)",42,20,18,8,3
"org.jkiss.dbeaver.ui.navigator.database.NavigatorViewBase.createNavigatorTree(Composite parent, DBNNode rootNode)",109,20,59,7,2
"org.jkiss.dbeaver.ui.editors.entity.properties.ObjectPropertiesEditor.collectNavigatorTabs(DBRProgressMonitor monitor, IDatabaseEditor part, DBNNode node, List<TabbedFolderInfo> tabList)",85,20,42,7,4
"org.jkiss.dbeaver.ext.import_config.wizards.ConfigImportWizard.adaptConnectionUrl(ImportConnectionInfo connectionInfo)",80,20,45,7,1
"org.jkiss.dbeaver.model.impl.struct.ContextDefaultObjectsReader.run(DBRProgressMonitor monitor)",70,20,22,7,1
"org.jkiss.dbeaver.model.navigator.DBNModel.findNodeByPath(DBRProgressMonitor monitor, NodePath nodePath, DBNNode curNode, int firstItem)",47,20,15,7,4
"org.jkiss.dbeaver.registry.driver.DriverDescriptor.DriverDescriptor(DataSourceProviderDescriptor providerDescriptor, IConfigurationElement config)",117,20,89,6,2
"org.jkiss.dbeaver.runtime.jobs.InvalidateJob.invalidateDataSource(DBRProgressMonitor monitor, DBPDataSource dataSource, boolean disconnectOnFailure, boolean showErrors, Runnable feedback)",113,20,43,6,5
"org.jkiss.dbeaver.ext.postgresql.tools.fdw.PostgreFDWConfigWizardPageConfig.loadSettings()",112,20,78,6,0
"org.jkiss.dbeaver.model.impl.jdbc.struct.JDBCTable.readData(@NotNull DBCExecutionSource source, @NotNull DBCSession session, @NotNull DBDDataReceiver dataReceiver, @Nullable DBDDataFilter dataFilter, long firstRow, long maxRows, long flags, int fetchSize)",105,20,43,6,8
"org.jkiss.dbeaver.ui.controls.lightgrid.LightGrid.onMouseUp(MouseEvent e)",85,20,15,6,1
"org.jkiss.dbeaver.model.DBUtils.findObjectById(@NotNull DBRProgressMonitor monitor, @NotNull DBPProject project, @NotNull String objectId)",82,20,27,6,3
"org.jkiss.dbeaver.tools.compare.simple.CompareObjectsExecutor.compareChildren(DBRProgressMonitor monitor, List<DBNDatabaseNode> nodes)",74,20,22,6,2
"org.jkiss.dbeaver.model.DBUtils.getBestTableIdentifier(@NotNull DBRProgressMonitor monitor, @NotNull DBSEntity entity)",67,20,23,6,2
"org.jkiss.dbeaver.tasks.ui.wizard.TaskConfigurationWizardPageTask.createControl(Composite parent)",152,20,85,5,1
"org.jkiss.dbeaver.ui.navigator.dialogs.ObjectBrowserDialog.createDialogArea(Composite parent)",137,20,43,5,1
"org.jkiss.dbeaver.model.impl.jdbc.exec.JDBCConnectionImpl.prepareStatement(@NotNull DBCStatementType type, @NotNull String sqlQuery, boolean scrollable, boolean updatable, boolean returnGeneratedKeys)",111,20,31,5,5
"org.jkiss.dbeaver.ui.editors.sql.indent.SQLAutoIndentStrategy.smartIndentAfterNewLine(IDocument document, DocumentCommand command)",98,20,46,5,2
"org.jkiss.dbeaver.tools.transfer.ui.wizard.DataTransferWizard.saveConfiguration(Map<String,Object> config)",73,20,61,5,1
"org.jkiss.dbeaver.ext.oceanbase.mysql.model.OceanbaseMySQLCatalog$OceanbaseTableCache.prepareLookupStatement(@NotNull JDBCSession session, @NotNull OceanbaseMySQLCatalog owner, @Nullable MySQLTableBase object, @Nullable String objectName)",64,20,61,5,4
"org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog$TableCache.prepareLookupStatement(@NotNull JDBCSession session, @NotNull MySQLCatalog owner, @Nullable MySQLTableBase object, @Nullable String objectName)",55,20,61,5,4
"org.jkiss.dbeaver.team.git.ui.handlers.ProjectShareHandler.addFolderToIndex(IContainer container, List<IResource> resources)",32,20,20,5,2
"org.jkiss.dbeaver.ui.editors.text.FileRefDocumentProvider$FileSynchronizer.visit(IResourceDelta delta)",79,20,14,4,1
"org.jkiss.dbeaver.model.DBValueFormatting.getDefaultValueDisplayString(@Nullable Object value, @NotNull DBDDisplayFormat format)",78,20,44,4,2
"org.jkiss.dbeaver.ui.controls.ObjectViewerRenderer.paintCell(Event event, Object element, Object cellValue, Widget item, Class<?> propDataType, int columnIndex, boolean editable, boolean selected)",74,20,36,4,8
"org.jkiss.dbeaver.ext.postgresql.model.PostgreStructureAssistant.findObjectsByMask(@NotNull DBRProgressMonitor monitor, @NotNull PostgreExecutionContext executionContext, @NotNull ObjectsSearchParams params)",64,20,31,4,3
"org.jkiss.dbeaver.utils.GeneralUtils.convertString(String value, Class<?> valueType)",44,20,25,4,2
"org.jkiss.dbeaver.ui.controls.CustomSashForm.recomputeSashInfo()",120,20,6,3,0
"org.jkiss.dbeaver.ui.controls.finder.AdvancedList.navigateByKey(KeyEvent e)",56,20,31,3,1
"org.jkiss.dbeaver.ext.postgresql.model.data.type.PostgreGeometryTypeHandler.getGeometryModifiers(@NotNull String name, int srid)",65,20,9,2,2
"org.jkiss.dbeaver.model.sql.task.SQLToolExecuteHandler.executeTool(DBRProgressMonitor monitor, DBTTask task, SETTINGS settings, Log log, PrintStream outLog, DBTTaskExecutionListener listener)",112,19,61,13,6
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetModel.updateDataFilter(DBDDataFilter filter, boolean forceUpdate)",79,19,55,8,2
"org.jkiss.dbeaver.tasks.nativetool.AbstractNativeToolSettings.loadSettings(DBRRunnableContext runnableContext, DBPPreferenceStore preferenceStore)",75,19,43,8,2
"org.jkiss.dbeaver.ui.navigator.database.StatisticsNavigatorNodeRenderer.renderObjectStatistics(DBNDatabaseNode element, Tree tree, GC gc, Event event)",90,19,42,7,4
"org.jkiss.dbeaver.ui.properties.PropertyTreeViewer.loadTreeNodes(@Nullable DBRProgressMonitor monitor, TreeNode parent, DBPPropertySource propertySource)",62,19,28,7,3
"org.jkiss.dbeaver.ui.properties.PropertyTreeViewer$PropsLabelProvider.getText(Object obj, int columnIndex)",56,19,26,7,2
"org.jkiss.dbeaver.erd.ui.model.ERDObjectAdapter.getAdapter(Object adaptableObject, Class<T> adapterType)",44,19,20,7,2
"org.jkiss.dbeaver.ext.firebird.FireBirdUtils.getProcedureSourceWithHeader(DBRProgressMonitor monitor, GenericProcedure procedure, String source)",82,19,57,6,3
"org.jkiss.dbeaver.ext.import_config.wizards.squirrel.ConfigImportWizardPageSquirrel.loadConnections(ImportData importData)",81,19,45,6,1
"org.jkiss.dbeaver.tools.transfer.stream.exporter.DataExporterDbUnit.exportRow(DBCSession session, DBCResultSet resultSet, Object[] row)",75,19,55,6,3
"org.jkiss.dbeaver.tools.transfer.database.DatabaseTransferUtils.generateTargetTableDDL(DBRProgressMonitor monitor, DBCExecutionContext executionContext, DBSObjectContainer schema, DatabaseMappingContainer containerMapping)",74,19,46,6,4
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerObjectCreateNew.fillCreateMenuItems(@Nullable IWorkbenchPartSite site, DBNNode node)",40,19,28,6,2
"org.jkiss.dbeaver.ui.controls.ViewerColumnController.createVisibleColumns()",114,19,45,5,0
"org.jkiss.dbeaver.ext.oracle.ui.actions.CompileHandler.execute(ExecutionEvent event)",97,19,44,5,1
"org.jkiss.dbeaver.ui.editors.text.handlers.MorphDelimitedListHandler.morphText(Shell activeShell, String text)",78,19,48,5,2
"org.jkiss.dbeaver.tools.transfer.database.DatabaseTransferConsumer.insertBatch(boolean force)",66,19,30,5,1
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerObjectBase.getCommandTarget(@NotNull IWorkbenchWindow workbenchWindow, @NotNull DBNNode container, @Nullable DBNDatabaseNode editorNode, @NotNull Class<?> childType, boolean openEditor)",62,19,24,5,5
"org.jkiss.dbeaver.ext.postgresql.model.PostgreDataType.PostgreDataType(@NotNull JDBCSession session, @NotNull PostgreSchema schema, long typeId, int valueType, String name, int length, JDBCResultSet dbResult)",93,19,62,4,7
"org.jkiss.dbeaver.data.console.ConsoleTextPresentation.onCursorChange(int offset)",62,19,25,4,1
"org.jkiss.dbeaver.ui.controls.resultset.plaintext.PlainTextPresentation.onCursorChange(int offset)",60,19,24,4,1
"org.jkiss.dbeaver.model.impl.data.formatters.NumberDataFormatter.init(DBSTypedObject type, Locale locale, Map<String,Object> properties)",57,19,34,4,3
"org.jkiss.dbeaver.tools.transfer.stream.exporter.DataExporterCSV.writeCellValue(String value, boolean quote)",37,19,16,4,2
"org.jkiss.dbeaver.ext.db2.model.DB2DataType.DB2DataType(DBSObject owner, ResultSet dbResult)",119,19,39,3,2
"org.jkiss.dbeaver.ui.editors.sql.syntax.SQLReconcilingStrategy.reconcile(int damagedRegionOffset, int damagedRegionLength, boolean restoreCollapsedAnnotations)",77,19,50,3,3
"org.jkiss.dbeaver.ext.hana.ui.views.HANAConnectionPage.editionUpdated()",70,19,41,3,0
"org.jkiss.dbeaver.ext.postgresql.model.data.type.PostgreIntervalTypeHandler.getIntervalModifiers(@NotNull String name, int precision)",55,19,1,2,2
"org.jkiss.dbeaver.ext.exasol.model.ExasolDataType.ExasolDataType(DBSObject owner, ResultSet dbResult)",74,19,9,1,2
"org.jkiss.dbeaver.utils.UnicodeReader.UnicodeReader(InputStream in, Charset defaultCharset)",50,19,5,1,2
"org.jkiss.wmi.service.WMIObjectAttribute.getCIMTypeName(int type)",23,19,0,1,1
"org.jkiss.dbeaver.ui.properties.PropertyTreeViewer.showEditor(final TreeItem item, boolean isDef)",119,18,27,7,2
"org.jkiss.dbeaver.tools.transfer.stream.importer.DataImporterCSV.runImport(@NotNull DBRProgressMonitor monitor, @NotNull DBPDataSource streamDataSource, @NotNull InputStream inputStream, @NotNull IDataTransferConsumer consumer)",88,18,31,7,4
"org.jkiss.dbeaver.tools.transfer.stream.importer.DataImporterCSV.readColumnsInfo(StreamEntityMapping entityMapping, @NotNull InputStream inputStream)",87,18,44,7,2
"org.jkiss.dbeaver.ui.ActionUtils.findCommandDescription(String commandId, IServiceLocator serviceLocator, boolean shortcutOnly, String paramName, String paramValue)",55,18,17,7,5
"org.jkiss.dbeaver.model.sql.SQLUtils.makeLikePattern(@NotNull String like)",27,18,16,7,1
"org.jkiss.dbeaver.ui.editors.object.struct.EditForeignKeyPage.createPageContents(Composite parent)",163,18,63,6,1
"org.jkiss.dbeaver.tools.transfer.database.DatabaseTransferUtils.generateStructTableDDL(DBRProgressMonitor monitor, DBCExecutionContext executionContext, DBSObjectContainer schema, DatabaseMappingContainer containerMapping)",109,18,61,6,4
"org.jkiss.dbeaver.ui.editors.object.struct.EditForeignKeyPage.handleUniqueKeySelect()",78,18,37,6,0
"org.jkiss.dbeaver.ext.postgresql.model.plan.PostgreExecutionPlan.parsePlanText(DBCSession session, List<String> lines)",67,18,25,6,2
"org.jkiss.dbeaver.model.DBUtils.getFullQualifiedName(@Nullable DBPDataSource dataSource, @NotNull DBPNamedObject... path)",48,18,22,6,2
"org.jkiss.dbeaver.registry.driver.DriverClassFindJob.implementsInterface(JarFile currentFile, JarEntry current, int depth)",41,18,14,6,3
"org.jkiss.dbeaver.model.impl.sql.edit.struct.SQLTableColumnManager$ColumnModifier.appendModifier(DBRProgressMonitor monitor, OBJECT_TYPE column, StringBuilder sql, DBECommandAbstract<OBJECT_TYPE> command)",0,18,31,6,4
"org.jkiss.dbeaver.registry.maven.MavenArtifact.resolveVersion(@NotNull DBRProgressMonitor monitor, @NotNull String versionRef, boolean resolveOptionalDependencies)",78,18,30,5,3
"org.jkiss.dbeaver.ui.navigator.itemlist.ItemListControl$ItemLoadService.evaluate(DBRProgressMonitor monitor)",64,18,23,5,1
"org.jkiss.dbeaver.ext.postgresql.model.PostgreProcedure.getObjectDefinitionText(DBRProgressMonitor monitor, Map<String,Object> options)",55,18,33,5,2
"org.jkiss.dbeaver.ui.editors.sql.indent.SQLAutoIndentStrategy.customizeDocumentCommand(IDocument document, DocumentCommand command)",49,18,25,5,2
"org.jkiss.dbeaver.model.impl.jdbc.data.handlers.JDBCNumberValueHandler.fetchColumnValue(DBCSession session, JDBCResultSet resultSet, DBSTypedObject type, int index)",110,18,28,4,4
"org.jkiss.dbeaver.model.net.ssh.SSHImplementationAbstract.initTunnel(DBRProgressMonitor monitor, DBPPlatform platform, DBWHandlerConfiguration configuration, DBPConnectionConfiguration connectionInfo)",96,18,47,4,4
"org.jkiss.dbeaver.model.impl.jdbc.exec.JDBCCallableStatementImpl.JDBCCallableStatementImpl(@NotNull JDBCSession connection, @NotNull CallableStatement original, @Nullable String query, boolean disableLogging)",94,18,45,4,4
"org.jkiss.dbeaver.ui.controls.ObjectCompilerLogViewer.log(final int type, final Object message, final Throwable t)",63,18,28,4,3
"org.jkiss.dbeaver.runtime.qm.QMControllerImpl$DefaultEventBrowser.getQueryHistoryCursor(@NotNull DBRProgressMonitor monitor, @NotNull QMEventCriteria criteria, @Nullable QMEventFilter filter)",52,18,34,4,3
"org.jkiss.dbeaver.model.sql.format.tokenized.IndentFormatter.formatSymbol(String tokenString, List<Integer> bracketIndent, List<FormatterToken> argList, Integer index, FormatterToken prev)",49,18,32,4,5
"org.jkiss.dbeaver.ui.controls.CustomTreeEditor.keyTraversed(TraverseEvent e)",49,18,18,4,1
"org.jkiss.dbeaver.model.DBValueFormatting.getDefaultTypeImage(DBSTypedObject typedObject)",43,18,6,4,1
"org.jkiss.dbeaver.tools.transfer.ui.wizard.DataTransferPageFinal.activatePage()",91,18,66,3,0
"org.jkiss.dbeaver.ext.postgresql.edit.PostgreCommandGrantPrivilege.getPersistActions(DBRProgressMonitor monitor, DBCExecutionContext executionContext, Map<String,Object> options)",71,18,21,3,3
"org.jkiss.dbeaver.ext.postgresql.model.data.type.PostgreGeometryTypeHandler.getGeometryType(int typmod)",41,18,1,2,1
"org.jkiss.dbeaver.ui.editors.sql.syntax.SQLTokenAdapter.makeTextAttribute(TPToken token, SQLRuleScanner scanner)",33,18,20,2,2
"org.jkiss.dbeaver.model.impl.edit.AbstractCommandContext.saveChanges(DBRProgressMonitor monitor, Map<String,Object> options)",74,17,30,10,2
"org.jkiss.dbeaver.ui.navigator.itemlist.ObjectListControl$LazyLoaderJob.run(final DBRProgressMonitor monitor)",73,17,36,9,1
"org.jkiss.dbeaver.model.struct.DBStructUtils.sortTableList(DBRProgressMonitor monitor, Collection<T> input, List<T> simpleTables, List<T> cyclicTables, List<T> views)",66,17,30,8,5
"org.jkiss.dbeaver.ui.editors.sql.SQLEditor.onDataSourceChange()",62,17,32,8,0
"org.jkiss.dbeaver.ui.editors.sql.execute.SQLQueryJob.fetchQueryData(DBCSession session, DBCResultSet resultSet, SQLQueryResult result, SQLQueryResult.ExecuteResult executeResult, DBDDataReceiver dataReceiver, boolean updateStatistics)",91,17,38,7,6
"org.jkiss.dbeaver.ext.postgresql.PostgreDataSourceProvider.findLocalClients()",70,17,35,7,0
"org.jkiss.dbeaver.model.sql.SQLUtils.trimQueryStatement(SQLSyntaxManager syntaxManager, String sql, boolean trimDelimiter)",67,17,32,7,3
"org.jkiss.dbeaver.ui.ActionUtils.runCommand(String commandId, ISelection selection, Map<String,Object> parameters, IServiceLocator serviceLocator)",67,17,29,7,4
"org.jkiss.dbeaver.model.sql.SQLUtils.generateScript(DBPDataSource dataSource, DBEPersistAction[] persistActions, boolean addComments)",56,17,44,7,3
"org.jkiss.dbeaver.ui.UIUtils.packColumns(@NotNull Tree tree, boolean fit, @Nullable float[] ratios)",73,17,20,6,3
"org.jkiss.dbeaver.ui.dialogs.connection.ConnectionPageSettings.getDialogPages(boolean extrasOnly, boolean forceCreate)",64,17,18,6,2
"org.jkiss.dbeaver.ext.oracle.sql.OracleDialectRules$QStringRule.doEvaluate(TPCharacterScanner scanner, boolean resume)",52,17,11,6,2
"org.jkiss.dbeaver.ui.controls.resultset.spreadsheet.SpreadsheetPresentation.moveColumn(Object dragColumn, Object dropColumn, DropLocation location)",49,17,21,6,3
"org.jkiss.dbeaver.tools.transfer.stream.importer.StreamImporterAbstract.applyTransformHints(StreamTransferResultSet resultSet, IDataTransferConsumer consumer, Map<String,Object> properties, String formatPropName, String zoneIdPropName)",44,17,19,6,5
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema.getObjectDefinitionText(DBRProgressMonitor monitor, Map<String,Object> options)",82,17,69,5,2
