"type","sloc","nom","npm","wmc","dep","i-dep","fan-in","fan-out","noa","lcom3"
"org.jkiss.dbeaver.ui.preferences.PrefPageProjectNetworkProfiles",325,18,10,36,39,23,1,29,14,0.6764705882352942
"org.jkiss.dbeaver.ui.editors.entity.properties.TabbedFolderPageForm",324,20,14,49,41,18,2,22,11,0.7368421052631579
"org.jkiss.dbeaver.ui.editors.binary.BinaryClipboard",324,18,12,72,11,4,1,18,9,0.8169934640522876
"org.jkiss.dbeaver.tools.transfer.ui.pages.stream.StreamProducerPageSettings",324,15,6,58,43,27,0,34,4,0.8928571428571429
"org.jkiss.dbeaver.ext.exasol.model.ExasolSchema",321,43,42,55,33,19,13,29,19,0.7857142857142857
"org.jkiss.dbeaver.model.sql.format.tokenized.SQLFormatterTokenizedTest",321,19,16,19,15,7,0,10,6,0.8981481481481483
"org.jkiss.dbeaver.registry.driver.DriverDescriptorSerializerLegacy",321,7,6,83,17,12,2,17,7,0.5
"org.jkiss.dbeaver.model.virtual.DBVModelSerializerLegacy",321,6,4,77,18,14,0,19,9,0.2
"org.jkiss.dbeaver.model.impl.preferences.SimplePreferenceStore",320,46,40,73,5,3,9,12,4,0.9666666666666667
"org.jkiss.dbeaver.ui.controls.resultset.panel.valueviewer.ValueViewerPanel",320,19,15,55,35,16,1,21,11,0.7222222222222222
"org.jkiss.dbeaver.tasks.ui.wizard.TaskConfigurationWizard",319,43,29,81,34,12,17,15,8,0.9166666666666666
"org.jkiss.dbeaver.ui.navigator.dialogs.GotoObjectDialog",319,26,17,57,40,15,1,30,15,0.7546666666666667
"org.jkiss.dbeaver.ui.controls.resultset.TransformerSettingsDialog",316,18,5,67,34,18,3,27,16,0.6139705882352942
"org.jkiss.dbeaver.ext.db2.ui.tools.maintenance.DB2ReorgTableDialog",316,15,10,26,26,9,1,13,19,0.38345864661654133
"org.jkiss.dbeaver.ui.controls.ScriptSelectorPanel",315,25,18,24,41,13,2,19,11,0.7916666666666666
"org.jkiss.dbeaver.ext.generic.model.GenericExecutionContext",315,14,13,79,22,17,2,21,2,0.9615384615384616
"org.jkiss.dbeaver.ui.editors.sql.variables.SQLVariablesPanel",313,26,19,26,36,17,1,21,10,0.82
"org.jkiss.dbeaver.model.sql.analyzer.SQLCompletionAnalyzerTest",313,8,8,8,9,4,0,4,0,0.0
"org.jkiss.dbeaver.tools.compare.simple.CompareObjectsExecutor",312,13,6,68,18,15,1,19,13,0.5064102564102564
"org.jkiss.utils.BeanUtils",311,24,22,95,6,0,21,13,7,0.8819875776397516
"org.jkiss.dbeaver.ui.editors.sql.syntax.SQLReconcilingStrategy",310,30,19,70,24,6,0,26,6,0.9137931034482759
"org.jkiss.dbeaver.ui.editors.sql.syntax.SQLContextInformer",310,13,10,62,28,16,0,23,15,0.4444444444444444
"org.jkiss.dbeaver.ui.actions.datasource.DataSourceHandler",309,25,21,39,42,24,4,29,9,0.8333333333333334
"org.jkiss.dbeaver.ext.vertica.model.VerticaMetaModel",307,22,21,56,26,18,0,23,2,0.9761904761904762
"org.jkiss.dbeaver.ext.exasol.model.ExasolStructureAssistant",307,16,10,47,20,14,1,19,6,0.8333333333333334
"org.jkiss.dbeaver.ext.mssql.model.SQLServerStructureAssistant",307,14,11,54,21,14,1,19,2,0.9615384615384616
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer",306,64,64,67,33,25,1,26,4,0.9880952380952381
"org.jkiss.dbeaver.model.impl.jdbc.JDBCDataSourceInfo",306,36,32,43,13,9,16,13,21,0.7142857142857143
"org.jkiss.dbeaver.model.navigator.meta.DBXTreeNode",306,34,30,79,18,10,20,14,15,0.7878787878787878
"org.jkiss.dbeaver.ui.editors.binary.HexManager",306,34,34,72,17,2,3,4,12,0.8333333333333334
"org.jkiss.dbeaver.ext.oceanbase.mysql.model.OceanbaseMySQLCatalog",306,23,17,67,35,24,2,30,3,1.0151515151515151
"org.jkiss.dbeaver.ui.controls.VerticalButton",305,28,23,63,18,5,5,8,14,0.7698412698412698
"org.jkiss.dbeaver.tools.transfer.database.DatabaseMappingAttribute",304,25,25,82,19,10,6,17,10,0.8458333333333333
"org.jkiss.dbeaver.ui.controls.folders.TabbedFolderComposite",304,22,16,52,20,3,2,8,14,0.6972789115646258
"org.jkiss.dbeaver.ui.controls.lightgrid.GridColumn",302,30,27,78,10,3,2,7,15,0.7586206896551724
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerObjectOpen",300,9,7,66,43,22,15,29,2,0.9375
"org.jkiss.dbeaver.ui.controls.resultset.internal.ResultSetMessages",299,1,0,1,1,0,37,1,290,0.0
"org.jkiss.dbeaver.ui.controls.resultset.virtual.EditVirtualEntityDialog",298,15,4,37,37,20,2,24,16,0.4642857142857143
"org.jkiss.dbeaver.ui.data.managers.ContentValueManager",298,13,11,33,38,25,4,31,2,0.9583333333333334
"org.jkiss.dbeaver.runtime.qm.QMMCollectorImpl",296,24,19,61,18,11,1,16,10,0.9652173913043478
"org.jkiss.dbeaver.ext.exasol.model.lock.ExasolLockManager",296,6,6,10,13,9,1,12,5,0.72
"org.jkiss.dbeaver.model.impl.sql.BasicSQLDialect",295,48,45,58,13,4,18,9,13,0.9590834697217676
"org.jkiss.dbeaver.ext.postgresql.tools.PostgreBackupWizardPageObjects",294,14,7,44,31,20,1,22,7,0.8461538461538461
"org.jkiss.dbeaver.model.sql.parser.SQLScriptParserTest",294,6,3,7,20,11,0,12,3,0.8
"org.jkiss.dbeaver.ext.postgresql.PostgreConstants",294,0,0,1,10,6,30,7,79,0.0
"org.jkiss.dbeaver.registry.maven.versioning.VersionRange",293,15,12,89,4,0,5,3,2,0.9642857142857143
"org.jkiss.dbeaver.ui.dialogs.connection.ConnectionPageInitialization",292,15,11,48,36,22,2,27,14,0.5816326530612245
"org.jkiss.dbeaver.tools.transfer.database.DatabaseTransferUtils",292,9,6,63,19,13,1,22,7,0.8928571428571428
"org.jkiss.dbeaver.ui.controls.resultset.DataFilterRegistry",290,16,12,57,30,21,1,29,14,0.6142857142857143
"org.jkiss.dbeaver.ui.editors.sql.internal.SQLEditorMessages",290,1,0,1,1,0,27,1,281,0.0
"org.jkiss.dbeaver.ext.oracle.model.OracleTableBase",289,36,30,47,30,20,14,30,5,0.9600000000000001
"org.jkiss.dbeaver.ext.db2.model.DB2Routine",289,35,35,44,27,15,8,19,28,0.6292016806722689
"org.jkiss.dbeaver.ext.mssql.model.SQLServerTableBase",288,33,27,64,30,17,8,27,6,0.9427083333333334
"org.jkiss.dbeaver.ext.postgresql.PostgreValueParser",288,9,4,81,23,13,3,27,1,1.0
"org.jkiss.dbeaver.ui.search.AbstractSearchResultsPage",287,32,26,62,27,12,2,21,11,0.8387096774193549
"org.jkiss.dbeaver.tools.transfer.stream.StreamConsumerSettings",286,40,40,54,20,12,5,16,24,0.7553418803418804
"org.jkiss.dbeaver.ext.db2.model.DB2Package",286,36,36,39,21,10,2,11,36,0.5412698412698412
"org.jkiss.dbeaver.ext.greenplum.model.GreenplumExternalTable",286,36,30,57,21,10,38,17,16,0.7910714285714285
"org.jkiss.dbeaver.ui.data.dialogs.TextViewDialog",286,16,7,50,33,19,4,22,8,0.7666666666666667
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerObjectCreateBase",286,9,4,49,36,24,3,32,11,0.8863636363636364
"org.jkiss.dbeaver.Log",285,36,31,73,15,4,839,13,9,0.9047619047619048
"org.jkiss.dbeaver.model.impl.jdbc.exec.JDBCColumnMetaData",285,24,24,49,20,11,3,17,20,0.5869565217391305
"org.jkiss.dbeaver.model.sql.parser.SQLSemanticProcessor",285,15,11,71,35,19,7,22,2,0.9642857142857143
"org.jkiss.dbeaver.ui.preferences.PrefPageDriversMaven",285,15,10,23,22,7,1,11,14,0.5357142857142857
"org.jkiss.dbeaver.tools.transfer.ui.pages.database.ColumnsMappingDialog",284,20,9,7,39,23,1,29,5,0.8947368421052632
"org.jkiss.dbeaver.ext.oracle.oci.OCIUtils",284,14,9,72,12,7,3,18,8,0.75
"org.jkiss.dbeaver.erd.ui.part.AssociationPart",283,25,17,61,24,12,7,19,4,0.9895833333333334
"org.jkiss.dbeaver.ui.navigator.dialogs.SelectDataSourceDialog",283,17,9,28,25,12,6,14,9,0.75
"org.jkiss.dbeaver.model.impl.data.ExecuteBatchImpl",283,14,7,65,20,12,2,19,5,0.8461538461538461
"org.jkiss.dbeaver.ext.postgresql.tools.fdw.PostgreFDWConfigWizard",282,25,23,41,37,32,1,36,14,0.7291666666666666
"org.jkiss.dbeaver.tools.transfer.ui.pages.stream.StreamConsumerPageOutput",282,13,11,12,20,13,0,16,15,0.4166666666666667
"org.jkiss.dbeaver.ui.controls.resultset.panel.grouping.GroupingPanel",281,37,31,51,23,10,0,17,10,0.875
"org.jkiss.dbeaver.ui.dialogs.driver.DriverTabbedViewer",281,31,22,57,24,15,1,24,11,0.8333333333333334
"org.jkiss.dbeaver.ext.mssql.model.SQLServerDialect",281,25,24,68,27,19,2,24,9,0.8333333333333334
"org.jkiss.dbeaver.model.virtual.DBVEntityAttribute",280,47,47,68,12,6,16,14,16,0.8586956521739131
"org.jkiss.dbeaver.ui.dialogs.connection.ClientHomesPanel",280,17,8,43,28,15,2,18,19,0.5
"org.jkiss.dbeaver.ext.firebird.FireBirdUtils",280,10,8,52,28,18,4,26,2,0.9444444444444444
"org.jkiss.dbeaver.erd.model.ERDDiagram",279,38,37,68,11,9,1,14,14,0.9208494208494208
"org.jkiss.dbeaver.model.sql.SQLScriptContext",279,33,30,69,18,12,15,17,12,0.9114583333333334
"org.jkiss.dbeaver.ui.editors.binary.ActionHistory",279,25,15,78,6,1,1,8,15,0.7083333333333334
"org.jkiss.dbeaver.model.impl.jdbc.cache.JDBCObjectWithParentCache",279,15,10,60,19,14,1,25,6,0.880952380952381
"org.jkiss.dbeaver.ui.controls.resultset.panel.grouping.GroupingResultsContainer",278,23,19,62,33,17,1,22,8,0.8636363636363636
"org.jkiss.dbeaver.model.sql.exec.SQLScriptProcessor",278,12,9,55,15,10,1,13,12,0.5757575757575757
"org.jkiss.dbeaver.ext.mysql.tasks.MySQLExportSettings",277,32,31,62,21,17,3,24,15,0.789247311827957
"org.jkiss.dbeaver.ext.mssql.ui.SQLServerConnectionPage",277,12,9,45,21,10,0,14,14,0.4090909090909091
"org.jkiss.dbeaver.ext.postgresql.model.PostgreTrigger",276,29,29,49,25,15,7,26,22,0.7337662337662338
"org.jkiss.dbeaver.model.impl.jdbc.data.JDBCComposite",275,31,29,53,25,17,5,26,8,0.8833333333333333
"org.jkiss.dbeaver.ui.editors.text.handlers.MorphDelimitedListHandler",275,21,14,50,23,5,0,14,20,0.525
"org.jkiss.dbeaver.model.impl.sql.edit.struct.SQLTableColumnManager",272,18,7,68,21,18,8,24,9,0.8823529411764706
"org.jkiss.dbeaver.ui.search.data.SearchDataQuery",272,16,12,49,30,19,1,29,8,0.7666666666666667
"org.jkiss.utils.BeanUtilsTest",271,36,32,19,8,0,0,1,1,1.0
"org.jkiss.dbeaver.ui.controls.ObjectContainerSelectorPanel",271,18,9,41,33,17,2,24,11,0.7058823529411765
"org.jkiss.dbeaver.registry.driver.DriverLibraryMavenArtifact",270,31,24,59,16,6,5,8,8,0.8833333333333333
"org.jkiss.dbeaver.erd.ui.part.DiagramPart",269,29,25,56,33,15,17,17,3,1.0
"org.jkiss.dbeaver.ext.oracle.ui.tools.sqldeveloper.ConfigImportWizardPageSqlDeveloper",269,29,25,60,25,13,1,21,19,0.7274436090225563
"org.jkiss.dbeaver.ui.editors.entity.properties.TabbedFolderPageProperties",269,23,18,50,41,20,1,33,9,0.8181818181818182
"org.jkiss.dbeaver.ui.app.standalone.ApplicationActionBarAdvisor",269,11,1,27,43,19,1,26,8,0.65
"org.jkiss.dbeaver.ui.dashboard.control.DashboardItem",268,37,35,44,22,6,6,9,9,0.8888888888888888
"org.jkiss.dbeaver.tools.transfer.database.DatabaseMappingContainer",268,23,21,70,26,18,5,21,7,0.8636363636363636
"org.jkiss.dbeaver.ext.snowflake.views.SnowflakeConnectionPage",268,9,8,33,28,11,0,17,10,0.4375
"org.jkiss.dbeaver.ext.postgresql.model.plan.PostgrePlanNodeBase",267,26,24,61,13,9,3,17,24,0.5716666666666667
"org.jkiss.dbeaver.ui.editors.sql.indent.SQLHeuristicScanner",267,21,19,56,7,2,2,10,13,0.8115384615384615
"org.jkiss.dbeaver.ui.navigator.database.NavigatorViewBase",267,21,14,61,37,21,12,28,2,0.975
"org.jkiss.dbeaver.tasks.ui.sql.SQLToolTaskWizardPageSettings",267,18,13,18,40,21,1,24,7,0.8319327731092436
"org.jkiss.dbeaver.ui.editors.sql.preferences.PrefPageSQLExecute",267,9,2,8,20,13,1,14,24,0.0
"org.jkiss.utils.xml.SAXReader",266,38,36,46,11,0,12,13,13,0.841995841995842
"org.jkiss.dbeaver.ui.dialogs.connection.EditConnectionWizard",265,19,13,54,35,20,1,23,6,0.8611111111111112
"org.jkiss.dbeaver.ui.data.managers.AbstractTextPanelEditor",265,19,14,41,39,16,3,23,9,0.7777777777777778
"org.jkiss.dbeaver.registry.maven.versioning.ComparableVersion",264,28,25,79,2,0,2,18,14,0.7962962962962963
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerObjectBase",264,14,9,49,33,22,20,29,9,0.6923076923076923
"org.jkiss.utils.Base64",264,11,10,54,4,0,10,3,3,1.0
"org.jkiss.dbeaver.ext.exasol.model.security.ExasolSecurityPolicy",263,31,30,57,15,9,1,16,14,0.7833333333333333
"org.jkiss.dbeaver.ui.editors.sql.syntax.SQLCompletionProcessor",263,22,18,43,35,21,1,30,7,0.8639455782312925
"org.jkiss.dbeaver.ui.editors.sql.handlers.SQLEditorHandlerOpenEditor",263,18,9,58,43,28,8,32,0,0.0
"org.jkiss.dbeaver.model.impl.sql.edit.struct.SQLTableManager",263,17,2,64,19,16,15,22,3,0.9375
"org.jkiss.dbeaver.ext.wmi.model.WMIResultSet",262,36,35,48,10,4,2,11,8,0.9
"org.jkiss.dbeaver.model.sql.format.tokenized.SQLTokensParser",262,8,7,88,7,5,1,11,10,0.35714285714285715
"org.jkiss.dbeaver.ui.controls.txn.TransactionMonitorToolbar",261,26,18,45,37,17,1,28,10,0.9159999999999999
"org.jkiss.dbeaver.ui.controls.resultset.handler.ResultSetHandlerOpenWith",261,10,4,37,45,24,0,37,4,0.8333333333333334
"org.jkiss.dbeaver.ext.exasol.model.ExasolTableColumn",260,36,36,55,25,16,6,24,9,0.8857142857142857
"org.jkiss.dbeaver.ui.controls.resultset.valuefilter.FilterValueEditPopup",260,22,11,28,32,17,1,20,9,0.8095238095238095
"org.jkiss.dbeaver.ext.generic.model.GenericProcedure",260,16,15,55,22,12,13,20,6,0.8333333333333334
"org.jkiss.dbeaver.ext.mysql.tools.MySQLExportWizardPageObjects",260,14,6,40,27,16,1,18,5,0.8615384615384615
"org.jkiss.dbeaver.model.impl.AbstractDescriptor",259,28,23,48,14,5,47,16,14,0.7804232804232804
"org.jkiss.dbeaver.tools.transfer.ui.wizard.DataTransferPagePipes",259,18,10,32,28,17,1,22,5,0.8823529411764706
"org.jkiss.dbeaver.ext.hana.ui.views.HANAConnectionPage",258,15,9,57,19,8,0,13,16,0.4642857142857143
"org.jkiss.dbeaver.ext.postgresql.model.PostgreDependency",257,16,15,53,16,10,1,16,10,0.7
"org.jkiss.dbeaver.ui.dashboard.histogram.DashboardRendererTimeseries",257,6,4,52,24,8,0,13,2,1.1
"org.jkiss.dbeaver.ext.db2.model.DB2Trigger",256,33,33,35,23,13,4,16,26,0.6334134615384616
"org.jkiss.dbeaver.ui.editors.sql.SQLEditorSourceViewerConfiguration",255,27,24,41,37,12,3,15,7,0.8846153846153846
"org.jkiss.dbeaver.ui.editors.sql.dialogs.SQLQueryParameterBindDialog",255,14,5,23,32,17,1,20,12,0.6474358974358976
"org.jkiss.dbeaver.ui.editors.xml.XMLReconcilingStrategy",255,13,8,70,11,0,1,3,14,0.5059523809523809
"org.jkiss.dbeaver.ext.mysql.ui.config.MySQLUserManager",254,30,24,42,22,18,1,33,9,0.8620689655172413
"org.jkiss.dbeaver.ui.editors.sql.dialogs.GenerateMultiSQLDialog",254,16,4,26,31,12,2,22,5,0.8666666666666667
"org.jkiss.dbeaver.ui.editors.sql.SQLMatchingCharacterPainter",254,15,10,72,12,0,1,7,14,0.5357142857142857
"org.jkiss.dbeaver.ext.oracle.model.OracleMaterializedView",253,29,26,69,23,14,4,21,18,0.7261904761904763
"org.jkiss.dbeaver.registry.maven.MavenRegistry",253,15,9,55,21,10,2,15,10,0.7428571428571429
"org.jkiss.dbeaver.ext.db2.model.DB2Sequence",252,37,37,39,18,8,3,11,21,0.7222222222222222
"org.jkiss.dbeaver.ui.editors.sql.preferences.PrefPageSQLFormat",252,14,4,23,47,27,1,32,10,0.6538461538461539
"org.jkiss.dbeaver.model.qm.meta.QMMSessionInfo",251,30,29,59,6,4,3,5,12,0.8103448275862069
"org.jkiss.dbeaver.ui.search.data.SearchDataPage",251,17,10,31,28,17,0,22,13,0.625
"org.jkiss.dbeaver.tools.project.ProjectExportWizard",251,8,4,32,35,16,0,26,5,0.7714285714285715
"org.jkiss.dbeaver.model.data.DBDAttributeBinding",250,36,34,76,17,10,106,16,5,0.9428571428571428
"org.jkiss.dbeaver.ui.actions.ObjectPropertyTester",250,7,5,75,18,9,2,13,15,0.0
"org.jkiss.dbeaver.ext.mysql.model.MySQLUser",249,32,32,42,24,14,6,20,15,0.7741935483870968
"org.jkiss.dbeaver.model.navigator.DBNDataSource",249,30,27,60,18,11,27,17,3,0.9655172413793104
"org.jkiss.dbeaver.ext.postgresql.debug.ui.internal.PostgreDebugPanelFunction",249,13,7,20,35,22,0,28,8,0.7916666666666666
"org.jkiss.dbeaver.tools.transfer.ui.pages.database.DatabaseProducerPageInputObjects",249,12,6,45,32,19,0,22,2,0.9545454545454546
"org.jkiss.dbeaver.ext.postgresql.model.PostgreTableBase",248,33,30,45,23,13,21,21,8,0.890625
"org.jkiss.dbeaver.registry.task.TaskImpl",248,30,28,49,16,6,6,10,16,0.7456896551724138
"org.jkiss.dbeaver.ui.preferences.TargetPrefPage",248,30,10,59,30,14,16,19,8,0.8793103448275862
"org.jkiss.dbeaver.model.net.ssh.SSHImplementationJsch",248,17,13,47,21,13,1,24,4,0.90625
"org.jkiss.dbeaver.model.sql.format.tokenized.SQLFormatterTokenized",248,13,3,105,9,6,4,13,5,0.8333333333333334
"org.jkiss.dbeaver.ui.controls.imageview.ImageViewCanvas",247,23,19,37,12,0,1,3,6,0.8863636363636364
"org.jkiss.dbeaver.ui.dashboard.view.DashboardManagerDialog",247,18,8,23,28,15,2,18,7,0.8235294117647058
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSequence",246,32,31,44,29,19,2,26,10,0.8709677419354839
"org.jkiss.dbeaver.ext.mssql.model.SQLServerTable",246,27,24,35,24,16,4,23,7,0.9725274725274725
"org.jkiss.dbeaver.ext.postgresql.tasks.PostgreDatabaseBackupSettings",245,19,18,58,19,15,4,21,8,0.8263888888888888
"org.jkiss.dbeaver.ui.resources.bookmarks.BookmarksHandlerImpl",245,13,11,42,30,16,2,21,5,0.8333333333333334
"org.jkiss.dbeaver.core.DBeaverCore",244,21,17,46,32,22,2,26,11,0.75
"org.jkiss.dbeaver.ext.hana.model.data.wkb.HANAWKBParser",244,16,1,61,5,0,1,3,13,0.6
"org.jkiss.dbeaver.erd.ui.editor.ERDEditorEmbedded",243,20,15,36,39,27,2,33,5,0.8947368421052632
"org.jkiss.dbeaver.tasks.ui.DataSourceToolsContributor",243,17,12,52,27,19,0,25,6,0.9583333333333334
"org.jkiss.dbeaver.ui.editors.binary.BinaryTextFinder",243,17,15,78,5,0,3,6,15,0.6041666666666667
"org.jkiss.dbeaver.ui.editors.sql.convert.CopySourceCodeHandler",243,16,6,35,37,16,0,22,10,0.7266666666666667
"org.jkiss.dbeaver.ui.dialogs.driver.DriverDownloadAutoPage",243,15,7,30,29,17,1,20,2,0.9642857142857143
"org.jkiss.dbeaver.ui.dialogs.driver.DriverDependenciesTree",243,14,9,34,28,11,1,18,9,0.6923076923076923
"org.jkiss.dbeaver.ext.postgresql.tools.fdw.PostgreFDWConfigWizardPageConfig",243,10,7,30,26,17,1,20,11,0.4444444444444444
"org.jkiss.dbeaver.ext.mysql.model.MySQLEvent",242,34,33,45,17,6,3,12,26,0.6212121212121212
"org.jkiss.dbeaver.model.data.DBDDataFilter",242,29,29,80,5,3,31,6,4,0.9464285714285714
"org.jkiss.dbeaver.debug.ui.DatabaseDebugConfigurationTab",242,19,13,41,32,17,1,20,8,0.8055555555555556
"org.jkiss.dbeaver.ui.controls.resultset.handler.ResultSetHandlerCopyAs",242,9,5,27,41,25,0,36,3,0.875
"org.jkiss.dbeaver.ui.editors.DatabaseLazyEditorInput",241,23,22,48,32,24,2,27,10,0.7954545454545454
"org.jkiss.dbeaver.ui.editors.entity.properties.TabbedFolderPageEditor",241,22,21,43,23,4,1,15,6,0.8809523809523809
"org.jkiss.dbeaver.ext.hsqldb.model.HSQLMetaModel",240,15,15,29,21,13,0,15,1,1.0
"org.jkiss.dbeaver.ext.wmi.model.WMINamespace",239,18,17,45,17,8,3,13,8,0.7941176470588235
"org.jkiss.dbeaver.tools.transfer.stream.exporter.DataExporterCSV",239,11,5,72,22,14,0,21,21,0.0
"org.jkiss.dbeaver.ui.app.standalone.DBeaverCommandLine",239,6,3,44,17,7,1,15,21,0.0
"org.jkiss.utils.csv.CSVParser",238,32,18,71,3,0,3,6,18,0.7258064516129032
"org.jkiss.dbeaver.debug.ui.DatabaseLaunchShortcut",238,25,7,54,29,8,1,12,4,0.9375
"org.jkiss.dbeaver.ui.data.editors.CursorViewComposite",238,21,21,39,29,17,2,22,6,0.875
"org.jkiss.dbeaver.model.sql.registry.SQLVariablesRegistry",238,13,6,45,20,11,2,20,12,0.638888888888889
"org.jkiss.dbeaver.ui.navigator.dialogs.ObjectBrowserDialog",238,12,6,35,23,6,4,10,12,0.553030303030303
"org.jkiss.dbeaver.ext.import_config.wizards.ConfigImportWizard",238,8,4,47,25,16,5,21,2,1.0714285714285714
"org.jkiss.dbeaver.ui.navigator.dialogs.ObjectListDialog",237,27,13,20,32,12,2,18,8,0.8990384615384616
"org.jkiss.dbeaver.model.impl.PropertyDescriptor",237,25,25,38,15,7,23,13,30,0.40972222222222227
"org.jkiss.dbeaver.ui.actions.datasource.SelectActiveSchemaHandler",237,8,5,61,48,28,0,33,2,0.9285714285714286
"org.jkiss.dbeaver.ext.postgresql.model.impls.redshift.RedshiftQueries",237,0,0,1,0,0,0,0,1,0.0
"org.jkiss.dbeaver.ext.postgresql.model.PostgreIndex",236,32,32,44,21,11,3,16,18,0.7419354838709677
"org.jkiss.dbeaver.ui.editors.text.BaseTextEditor",236,20,15,40,35,8,12,14,5,0.9052631578947368
"org.jkiss.dbeaver.ext.oracle.model.OracleTablePhysical",235,24,17,35,26,18,3,24,7,0.8695652173913043
"org.jkiss.dbeaver.ui.gis.registry.GeometryViewerRegistry",235,18,11,27,21,11,6,19,19,0.6439628482972136
"org.jkiss.dbeaver.ext.mysql.MySQLDataSourceProvider",235,13,11,49,21,12,5,23,7,0.8690476190476191
"org.jkiss.dbeaver.ext.postgresql.model.generic.PostgreMetaModel",234,15,15,30,33,21,1,26,1,1.0714285714285714
"org.jkiss.dbeaver.tools.transfer.ui.pages.database.PreviewMappingDialog",234,12,6,30,34,22,1,27,8,0.6818181818181818
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetDataContainer",233,29,27,52,15,8,1,18,9,0.8571428571428571
"org.jkiss.dbeaver.tools.transfer.stream.importer.DataImporterCSV",233,7,3,46,24,15,1,21,9,0.3333333333333333
"org.jkiss.dbeaver.ext.exasol.model.ExasolDataType",232,24,22,46,20,11,1,13,14,0.717391304347826
"org.jkiss.dbeaver.model.impl.jdbc.data.handlers.JDBCContentValueHandler",232,7,5,64,22,17,8,25,3,0.9444444444444445
"org.jkiss.dbeaver.ext.db2.model.DB2Index",231,30,30,32,23,11,6,13,22,0.6379310344827587
"org.jkiss.dbeaver.model.connection.DBPConnectionType",231,29,27,40,11,5,11,8,16,0.7321428571428571
"org.jkiss.dbeaver.ext.postgresql.model.PostgreTableReal",230,25,16,41,27,19,4,23,7,0.9464285714285715
"org.jkiss.dbeaver.ext.postgresql.model.PostgreExecutionContext",230,21,16,50,21,15,2,21,5,0.97
"org.jkiss.dbeaver.erd.ui.editor.tools.SetPartSettingsAction",229,18,12,25,24,9,1,15,17,0.5916955017301038
"org.jkiss.dbeaver.erd.ui.part.PropertyAwarePart",229,18,9,53,24,10,3,15,0,0.0
"org.jkiss.dbeaver.model.impl.preferences.BundlePreferenceStore",228,30,30,57,7,1,20,4,3,0.9655172413793104
"org.jkiss.dbeaver.ui.editors.object.struct.EditConstraintPage",228,20,14,32,21,9,10,12,13,0.7368421052631579
"org.jkiss.dbeaver.ui.editors.data.preferences.PrefPageResultSetMain",228,11,3,12,20,12,2,15,19,0.1
"org.jkiss.dbeaver.ext.db2.model.security.DB2GranteeAuthCache",228,2,0,20,16,11,1,14,2,0.5
"org.jkiss.dbeaver.ext.db2.model.DB2Tablespace",227,27,26,34,23,11,5,13,22,0.6048951048951049
"org.jkiss.dbeaver.ui.editors.binary.dialogs.GoToDialog",227,14,9,13,13,2,1,6,18,0.37179487179487186
"org.jkiss.dbeaver.ext.mssql.SQLServerUtils",226,24,24,54,24,20,27,23,1,1.0
"org.jkiss.dbeaver.model.sql.registry.SQLDialectDescriptor",226,24,23,46,13,9,3,18,22,0.5434782608695652
